分组,场景名,点云数量,background,building,car,vegetation,grass,数据占比,drt_background,drt_building,drt_car,drt_vegetation,drt_grass,分组占比-总点云,grt_background,grt_building,grt_car,grt_vegetation,grt_grass,平均召回率,平均精确率,平均iou,background_recall,background_precision,background_iou,building_recall,building_precision,building_iou,car_recall,car_precision,car_iou,vegetation_recall,vegetation_precision,vegetation_iou,grass_recall,grass_precision,grass_iou,grass2background,grass2vegetation,background2grass,vegetation2grass,优先级评分,grass_混淆程度评分
train,terrain3,5087238.0,2314230.0,227624.0,29385.0,1845687.0,670312.0,1.0,0.45490893093659074,0.044744122449156105,0.005776218844095755,0.3628072836379977,0.13176344413215973,0.0086539477787689,0.010989923028464021,0.0019429781362207746,0.005873182431419577,0.009782008236851323,0.010089425509545625,0.8640972076058866,0.8832386281047035,0.7622791533905309,0.991983942823272,0.8331711640367839,0.8275991725734785,0.9451375953322386,0.935556956795488,0.8873673399517052,0.9470818444752523,0.7047889178699197,0.6780858632603721,0.9137513565409026,0.9966233565159354,0.9109312353185015,0.5225312988577674,0.9460527453053906,0.5074121558485977,0.47221592333122486,0.004735108427120505,0.0011057673610660997,0.00922908380456708,0.0049699283604732435,0.0047643873828717015
train,terrain9,9568082.0,8946654.0,291738.0,267373.0,14407.0,47910.0,1.0,0.9350519780244358,0.03049075039281645,0.02794426301948499,0.0015057354232541067,0.005007273140008625,0.016276353095919377,0.042486286506656534,0.002490249514571295,0.05343986408834258,7.635606290141125e-05,0.0007211334067752493,0.8217921132829181,0.9414155113093511,0.7870266152985288,0.9971578201191081,0.9956648771343055,0.9928472515209676,0.9546579465133255,0.9724103738666773,0.9294820451205015,0.9576471820262489,0.9187295254016273,0.8828575664685618,0.5770805858223288,0.9461704791061093,0.5587365591360299,0.6224170319335788,0.8741023010380358,0.5712096542465832,0.3761427676894177,0.0014402003757044458,0.0001655367470341426,0.19490525439022696,0.0003092150428254985,0.000271249115497741
val,01JXY3,15157719.0,2784752.0,7868392.0,603098.0,3400431.0,501046.0,1.0,0.18371840776306778,0.5191013238865294,0.039788176571949906,0.22433659048567928,0.03305550129277367,0.0622174544366912,0.02799526754403774,0.24401947158522727,0.4068111927074585,0.04066955416593077,0.01868600583949337,0.9038702786179817,0.9217726978434847,0.8402837690710895,0.9665320287048553,0.8532322978719896,0.8287471641783436,0.9815891226568151,0.9854060659506984,0.9675238369399605,0.9310294512664723,0.8836664709963468,0.8293740648340993,0.9105192841730677,0.9919920593421597,0.9038755774830596,0.7296815062886981,0.8945665950562293,0.6718982019199847,0.23917963620106736,0.021860268318677326,0.002455873988060696,0.010142831893956972,0.00613091211487144,0.0044693120787410445
val,05YLZY2,33473239.0,7694228.0,10106492.0,428117.0,12913629.0,2330773.0,1.0,0.2298620698164286,0.3019275188756009,0.01278982891377796,0.38578964527454307,0.06963093711964952,0.13739664406834398,0.07735050424771268,0.3134288222320808,0.28878024365582217,0.15444851964184375,0.08692383112235898,0.8395348071271556,0.852194251618338,0.7447338828230954,0.9502900096019906,0.811422001702349,0.7783829473753604,0.9839567478013045,0.9547955226432754,0.9401593260437542,0.8464438459577998,0.7574120946990835,0.6659126283349353,0.9240709950703948,0.9922124553984449,0.9174172202537461,0.4929124372042883,0.745129183648537,0.42179729210768047,0.4800175735689404,0.017311853192052595,0.007690440158518827,0.025620141325106986,0.05025959453532264,0.041724966500671104
val,07DJXZ2,15179707.0,3296640.0,3643872.0,0.0,5434580.0,2804615.0,1.0,0.21717415230741938,0.24004890212966562,0.0,0.3580161329859661,0.18476081257694896,0.06230770794964747,0.033141306226327,0.1130060271481397,0.0,0.06499821513187123,0.10459529118590048,0.6642222415966448,0.674916170106567,0.576690401699276,0.9304200640652018,0.6952479174930426,0.6608864651496369,0.9707111007192083,0.9180403391494861,0.89329631329176,0.0,0.0,0.0,0.9024772843531441,0.9617333057501819,0.8711936451659161,0.5175027588456698,0.7995592881401244,0.4580755848890674,0.3819479679029029,0.062273788024381244,0.017219047272374298,0.055094045906031376,0.0566827419992768,0.0399499589206671
val,27DATA19_val,14135652.0,2417973.0,2374276.0,11599.0,6027994.0,3303810.0,1.0,0.17105493259171914,0.16796367086569478,0.0008205493457252626,0.42643904929181903,0.2337217979050418,0.058022205335969274,0.024308017751404634,0.07363252554238363,0.007823940759567785,0.0720955162727624,0.12321226584500541,0.8137045353136483,0.729494919279839,0.6508926407629547,0.9170333994630661,0.6695271168564154,0.6312875023772441,0.9889490522584152,0.9502071968531592,0.9402238721700263,0.5544443486459656,0.20698422915929518,0.17746564379883695,0.8945397092299546,0.9734392338824296,0.8732260480556933,0.7135561669708393,0.8473168196478957,0.6322601374129735,0.2448769753708597,0.04050444789500607,0.0471266635318095,0.05132370735604581,0.04531006171087847,0.03017184698871521
val,32_val,27248569.0,17209760.0,19932.0,3496.0,5779765.0,4235616.0,1.0,0.6315839925392045,0.0007314879544683613,0.00012830031551381652,0.21211260672074192,0.15544361247007135,0.11184641965077571,0.17301067943166173,0.0006181435937147958,0.0023581771614319316,0.06912666827641874,0.15796303195684935,0.7388349307070656,0.5734536981387424,0.3761368912236257,0.9932835205139351,0.7968161514052972,0.7925459237611236,0.7832630945174429,0.11496572089212945,0.1114211694511648,0.9453661326960708,0.012600508595410212,0.012591339596615162,0.7712040195405736,0.9896467791249755,0.7650317623450111,0.2010578862673056,0.9532393306758998,0.19909426096421398,0.7898551237883699,0.008670993782250327,0.0013710243489740705,0.0031454566059346705,0.12651349884973392,0.12476791016026346
val,35SBL_val,32483553.0,3201801.0,527454.0,79387.0,24322332.0,4352579.0,1.0,0.09856683473017869,0.0162375710563435,0.002443913693800675,0.7487583639634494,0.1339933165562277,0.13333430832959392,0.03218788445713212,0.016357731842225765,0.05354937365978168,0.29089794755892745,0.1623250492187468,0.8975264314103525,0.8583106503783726,0.7750228859533609,0.9894212663435051,0.6554309905709234,0.6508698488358223,0.95933673836942,0.958155969278597,0.9207609107052798,0.9610515575585914,0.8147084263235184,0.7886684791027521,0.9699705603886956,0.9819121642763746,0.9529435002415447,0.6078520343915502,0.8813457014424503,0.5618716908814053,0.2928714217478879,0.09897878935683878,0.003485225971258051,0.014184947397313711,0.07111919934180219,0.04754036794999025
val,37XCNN_val,76903473.0,46171176.0,3788456.0,55533.0,21663354.0,5224954.0,1.0,0.6003782950088613,0.049262482592951296,0.0007221130312281215,0.2816953923524364,0.06794171701452287,0.3156634799339407,0.46416141363498586,0.11748995617451237,0.03745899665497696,0.25909625836217026,0.1948593960536243,0.7557908297412166,0.8031835784548275,0.649071449901774,0.9903751855919785,0.8793151582355432,0.8718646441519353,0.9469166330557635,0.9125484338369134,0.8681373782742322,0.6690796463352078,0.4626284006717766,0.376484416163036,0.8431966259702868,0.9770727027597294,0.8268369492605923,0.3293860577528467,0.7843531967701751,0.30203386165907353,0.6133895150081704,0.053274727394729215,0.00098812731129049,0.01973106288158334,0.1360052601829933,0.1195247104401176
val,38HZ,10492812.0,5241309.0,3452724.0,46053.0,1264697.0,488029.0,1.0,0.4995142388903947,0.32905611956070496,0.0043890045871402255,0.1205298446212512,0.046510792340508915,0.043069544469241494,0.052691172404570635,0.10707802636290009,0.031064397258416688,0.015125924668075942,0.018200549937215562,0.7967019140362078,0.8346615263949143,0.6894400525109161,0.9883115076786928,0.900018712578086,0.8905395624704364,0.9768837590261782,0.9691069870369224,0.9473814302105347,0.9648665667796563,0.6048211466208352,0.591788082997374,0.7745831610258604,0.9871847067002926,0.766871977291562,0.2788645756706509,0.712176079038435,0.2506192095846737,0.629366287659135,0.015296222150732846,0.0004920526532589474,0.04144550038467712,0.013639142497944214,0.011454812547340062
val,39PTY2,13282384.0,7803596.0,309533.0,60073.0,1862817.0,3246365.0,1.0,0.5875147112144928,0.0233040243377996,0.004522757360425659,0.14024718755307783,0.2444113195342041,0.0545198206491779,0.07844998686618511,0.009599430112047055,0.04052138919299211,0.022279510121721822,0.12106991243743466,0.75466745494055,0.8415137680110314,0.6224882168172042,0.992583803672038,0.7191259623968833,0.7152827291643764,0.8904187921801907,0.8914873108593904,0.8033496462932067,0.9304512842692549,0.7203985100971524,0.6835887338404447,0.8195797010656002,0.9285926295365374,0.7709885770267562,0.14030369351566627,0.9479644271651939,0.13923139776123744,0.8266374853104934,0.0328490480891705,0.0009444363854817702,0.009465234641942821,0.10421317930194002,0.10008092796404262
val,terrain16,4462205.0,3116703.0,148620.0,163194.0,850502.0,183186.0,1.0,0.6984670135056548,0.03330640344851928,0.03657250171159774,0.1906012834461886,0.04105279788803966,0.018315884881800203,0.031332389505530495,0.0046090959711967165,0.11008019556141951,0.01017210381779029,0.006831737336918032,0.8302840706764041,0.8734560515748878,0.7435679062716664,0.9831876826248448,0.965471436664206,0.9497909830260007,0.9034450275865271,0.6957823989383731,0.6476242843427785,0.7887789992274294,0.8670676752498218,0.7036828496297997,0.9639389442939624,0.9784821109944276,0.9439294625061231,0.512069699649257,0.8604766360276107,0.4728119518536297,0.4164292031050408,0.07058399659362614,0.0007915415745420722,0.01493000604348961,0.003601610272098499,0.0028449349350357293
val,terrain18,805553.0,534303.0,5184.0,31951.0,91118.0,142997.0,1.0,0.663274793837277,0.006435330760359653,0.03966343617365958,0.11311235883920735,0.1775140803894964,0.0033065302948180994,0.005371377930451974,0.00016076943557181926,0.02155209338813262,0.0010897819824873024,0.005332929066453046,0.728543015814989,0.8186572201780404,0.6392044673173907,0.9900805348274312,0.8449406867778162,0.8378480256831689,0.47974537036111603,0.3835595311476934,0.27088552444972347,0.8771243466530715,0.9413523227270116,0.8316764103604722,0.9185890822878919,0.9586201367482979,0.8835544858590286,0.3771757449454344,0.9648134234893835,0.37205789023456026,0.5984531144010015,0.024350161192192844,0.0003799342320743099,0.019359511841787573,0.003348770729217963,0.003191508008698451
,点云层精度统计,,,,,,,,,,,,,,,,,,,0.8627360066791836,0.88606424117193,0.7762093480206058,0.9803399902726557,0.8387553064007547,0.8248802990592556,0.982006947379436,0.9641123336775115,0.9473767580581326,0.9224746679297291,0.7852571535820799,0.7366434803700278,0.9109346784704843,0.9790650473854959,0.8935303614514762,0.5179237493436127,0.8631313648138078,0.47861584116413686,,,,,,
